Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42739.1,rodA,20230,21640,-1,Rv0017c,Probable cell division protein RodA
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42740.1,pstP,21636,23181,-1,Rv0018c,Phosphoserine/threonine phosphatase PstP
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42741.1,fhaB,23269,23737,-1,Rv0019c,"Conserved protein with FHA domain, FhaB"
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42742.1,fhaA,23860,25444,-1,Rv0020c,"Conserved protein with FHA domain, FhaA"
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42743.1,no_gene_name,25912,26881,-1,Rv0021c,Conserved hypothetical protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42744.1,whiB5,27022,27442,-1,Rv0022c,Probable transcriptional regulatory protein WhiB-like WhiB5
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42745.1,no_gene_name,27594,28365,1,Rv0023,Possible transcriptional regulatory protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42746.1,no_gene_name,28361,29207,1,Rv0024,Putative secreted protein P60-related protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42747.1,no_gene_name,29244,29607,1,Rv0025,Conserved hypothetical protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42748.1,no_gene_name,29721,31068,1,Rv0026,Conserved hypothetical protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42749.1,no_gene_name,31188,31506,1,Rv0027,Conserved hypothetical protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42750.1,no_gene_name,31513,31819,1,Rv0028,Conserved hypothetical protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42751.1,no_gene_name,32056,33154,1,Rv0029,Conserved hypothetical protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42752.1,no_gene_name,33223,33553,1,Rv0030,Conserved hypothetical protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42753.1,no_gene_name,33581,33794,1,Rv0031,Possible remnant of a transposase
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42754.1,bioF2,34294,36610,1,Rv0032,Possible 8-amino-7-oxononanoate synthase BioF2 (AONS) (8-amino-7-ketopelargonate synthase) (7-keto-8-amino-pelargonic acid synthetase) (7-KAP synthetase) (L-alanine--pimelyl CoA ligase)
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42755.1,acpA,36606,36870,1,Rv0033,Probable acyl carrier protein AcpA (ACP)
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42756.1,no_gene_name,36866,37262,1,Rv0034,Conserved hypothetical protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42757.1,fadD34,37258,38947,1,Rv0035,Probable fatty-acid-CoA ligase FadD34 (fatty-acid-CoA synthetase) (fatty-acid-CoA synthase)
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42758.1,no_gene_name,39055,39829,-1,Rv0036c,Conserved protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42759.1,no_gene_name,39876,41202,-1,Rv0037c,Probable conserved integral membrane protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42760.1,no_gene_name,41303,41912,1,Rv0038,Conserved protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42761.1,no_gene_name,42003,42351,-1,Rv0039c,Possible conserved transmembrane protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42762.1,mtc28,42432,43365,-1,Rv0040c,Secreted proline rich protein Mtc28 (proline rich 28 kDa antigen)
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42763.1,leuS,43561,46471,1,Rv0041,Probable leucyl-tRNA synthetase LeuS (leucine--tRNA ligase) (LEURS)
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42764.1,no_gene_name,46580,47207,-1,Rv0042c,Possible transcriptional regulatory protein (probably MarR-family)
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42765.1,no_gene_name,47365,48100,-1,Rv0043c,Probable transcriptional regulatory protein (probably GntR-family)
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42766.1,no_gene_name,48232,49027,-1,Rv0044c,Possible oxidoreductase
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42767.1,no_gene_name,49042,49939,-1,Rv0045c,Possible hydrolase
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42768.1,ino1,50020,51124,-1,Rv0046c,myo-inositol-1-phosphate synthase Ino1 (inositol 1-phosphate synthetase) (D-glucose 6-phosphate cycloaldolase) (glucose 6-phosphate cyclase) (glucocycloaldolase)
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42769.1,no_gene_name,51184,51727,-1,Rv0047c,Conserved protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42770.1,no_gene_name,51827,52697,-1,Rv0048c,Possible membrane protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42771.1,no_gene_name,52830,53244,1,Rv0049,Conserved hypothetical protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42772.1,ponA1,53662,55699,1,Rv0050,Probable bifunctional penicillin-binding protein 1A/1B PonA1 (murein polymerase) (PBP1): penicillin-insensitive transglycosylase (peptidoglycan TGASE) + penicillin-sensitive transpeptidase (DD-transpeptidase)
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42773.1,no_gene_name,55695,57378,1,Rv0051,Probable conserved transmembrane protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42774.1,no_gene_name,57409,57973,1,Rv0052,Conserved protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42775.1,rpsF,58191,58482,1,Rv0053,30S ribosomal protein S6 RpsF
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42776.1,ssb,58585,59080,1,Rv0054,Single-strand binding protein Ssb (helix-destabilizing protein)
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42777.1,rpsR1,59121,59376,1,Rv0055,30S ribosomal protein S18-1 RpsR1
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42778.1,rplI,59408,59867,1,Rv0056,50S ribosomal protein L9 RplI
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42779.1,no_gene_name,59895,60417,1,Rv0057,Hypothetical protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42780.1,dnaB,60395,63020,1,Rv0058,Probable replicative DNA helicase DnaB
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42781.1,no_gene_name,63199,63892,1,Rv0059,Hypothetical protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42782.1,no_gene_name,63908,64967,1,Rv0060,Conserved hypothetical protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42783.1,no_gene_name,65011,65350,-1,Rv0061c,Hypothetical protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42784.1,celA1,65551,66694,1,Rv0062,"Possible cellulase CelA1 (endoglucanase) (endo-1,4-beta-glucanase) (FI-cmcase) (carboxymethyl cellulase)"
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42785.1,no_gene_name,66922,68362,1,Rv0063,Possible oxidoreductase
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42786.1,no_gene_name,68619,71559,1,Rv0064,Probable conserved transmembrane protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42787.1,vapB1,71588,71828,1,Rv0064A,Possible antitoxin VapB1
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42788.1,vapC1,71820,72222,1,Rv0065,Possible toxin VapC1
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42789.1,icd2,72273,74511,-1,Rv0066c,Probable isocitrate dehydrogenase [NADP] Icd2 (oxalosuccinate decarboxylase) (IDH) (NADP+-specific ICDH) (IDP)
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42790.1,no_gene_name,74628,75198,-1,Rv0067c,Possible transcriptional regulatory protein (possibly TetR-family)
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42791.1,no_gene_name,75300,76212,1,Rv0068,Probable oxidoreductase
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42792.1,sdaA,76236,77622,-1,Rv0069c,Probable L-serine dehydratase SdaA (L-serine deaminase) (SDH) (L-SD)
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42793.1,glyA2,77618,78896,-1,Rv0070c,Serine hydroxymethyltransferase GlyA2 (serine methylase 2) (SHMT 2)
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42794.1,no_gene_name,79485,80193,1,Rv0071,Possible maturase
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42795.1,no_gene_name,80623,81673,1,Rv0072,Probable glutamine-transport transmembrane protein ABC transporter
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42796.1,no_gene_name,81675,82668,1,Rv0073,Probable glutamine-transport ATP-binding protein ABC transporter
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42797.1,no_gene_name,82747,83983,1,Rv0074,Conserved protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42798.1,no_gene_name,83995,85168,1,Rv0075,Probable aminotransferase
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42799.1,no_gene_name,85182,85572,-1,Rv0076c,Probable membrane protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42800.1,no_gene_name,85635,86466,-1,Rv0077c,Probable oxidoreductase
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42801.1,no_gene_name,86527,87133,1,Rv0078,Probable transcriptional regulatory protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42802.1,no_gene_name,87207,87801,-1,Rv0078A,Hypothetical protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42803.1,no_gene_name,87797,88004,-1,Rv0078B,Conserved protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42804.1,no_gene_name,88203,89025,1,Rv0079,Unknown protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42805.1,no_gene_name,89021,89480,1,Rv0080,Conserved hypothetical protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42806.1,no_gene_name,89574,89919,1,Rv0081,Probable transcriptional regulatory protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42807.1,no_gene_name,89923,90403,1,Rv0082,Probable oxidoreductase
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42808.1,no_gene_name,90399,92322,1,Rv0083,Probable oxidoreductase
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42809.1,hycD,92327,93278,1,Rv0084,Possible formate hydrogenlyase HycD (FHL)
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42810.1,hycP,93288,93951,1,Rv0085,Possible hydrogenase HycP
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42811.1,hycQ,93950,95417,1,Rv0086,Possible hydrogenase HycQ
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42812.1,hycE,95413,96892,1,Rv0087,Possible formate hydrogenase HycE (FHL)
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42813.1,no_gene_name,96926,97601,1,Rv0088,Possible polyketide cyclase/dehydrase
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42814.1,no_gene_name,97757,98351,1,Rv0089,Possible methyltransferase/methylase
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42815.1,no_gene_name,98479,99250,1,Rv0090,Possible membrane protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42816.1,mtn,99683,100451,1,Rv0091,"""Probable bifunctional MTA/SAH nucleosidase Mtn: 5'-methylthioadenosine nucleosidase (methylthioadenosine methylthioribohydrolase) + S-adenosylhomocysteine nucleosidase (S-adenosyl-L-homocysteine homocysteinylribohydrolase)"""
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42817.1,ctpA,100582,102868,1,Rv0092,Cation transporter P-type ATPase a CtpA
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42818.1,no_gene_name,102814,103663,-1,Rv0093c,Probable conserved membrane protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42819.1,no_gene_name,103709,104663,-1,Rv0094c,Conserved hypothetical protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42820.1,no_gene_name,104804,105215,-1,Rv0095c,Conserved hypothetical protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42821.1,PPE1,105323,106715,1,Rv0096,PPE family protein PPE1
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42822.1,no_gene_name,106733,107603,1,Rv0097,Possible oxidoreductase
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42823.1,fcoT,107599,108151,1,Rv0098,Probable fatty acyl CoA thioesterase type III FcoT
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42824.1,fadD10,108155,109778,1,Rv0099,Possible fatty-acid-CoA ligase FadD10 (fatty-acid-CoA synthetase) (fatty-acid-CoA synthase)
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42825.1,no_gene_name,109782,110019,1,Rv0100,Conserved hypothetical protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42826.1,nrp,110000,117539,1,Rv0101,Probable peptide synthetase Nrp (peptide synthase)
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42827.1,no_gene_name,117713,119699,1,Rv0102,Probable conserved integral membrane protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42828.1,ctpB,119914,122173,-1,Rv0103c,Probable cation-transporter P-type ATPase B CtpB
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42829.1,no_gene_name,122316,123831,1,Rv0104,Conserved hypothetical protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42830.1,rpmB1,123979,124264,-1,Rv0105c,50S ribosomal protein L28-1 RpmB1
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42831.1,no_gene_name,124373,125570,1,Rv0106,Conserved hypothetical protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42832.1,ctpI,125642,130541,-1,Rv0107c,Probable cation-transporter ATPase I CtpI
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42833.1,no_gene_name,130894,131104,-1,Rv0108c,Hypothetical protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42834.1,PE_PGRS1,131381,132872,1,Rv0109,PE-PGRS family protein PE_PGRS1
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42835.1,no_gene_name,133019,133769,1,Rv0110,Probable conserved integral membrane protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42836.1,no_gene_name,133949,136007,1,Rv0111,Possible transmembrane acyltransferase
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42837.1,gca,136288,137245,1,Rv0112,"Possible GDP-mannose 4,6-dehydratase Gca (GDP-D-mannose dehydratase)"
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42838.1,gmhA,137318,137909,1,Rv0113,Probable sedoheptulose-7-phosphate isomerase GmhA (phosphoheptose isomerase)
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42839.1,gmhB,137940,138513,1,Rv0114,"Possible D-alpha,beta-D-heptose-1,7-biphosphate phosphatase GmhB (D-glycero-D-manno-heptose 7-phosphate kinase)"
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42840.1,hddA,138512,139673,1,Rv0115,Possible D-alpha-D-heptose-7-phosphate kinase HddA
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42841.1,ldtA,140266,141022,-1,Rv0116c,"Probable L,D-transpeptidase LdtA"
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42842.1,oxyS,141199,142144,1,Rv0117,Oxidative stress response regulatory protein OxyS
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42843.1,oxcA,142127,143876,-1,Rv0118c,Probable oxalyl-CoA decarboxylase OxcA
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42844.1,fadD7,144048,145626,1,Rv0119,Probable fatty-acid-CoA ligase FadD7 (fatty-acid-CoA synthetase) (fatty-acid-CoA synthase)
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42845.1,fusA2,145626,147771,-1,Rv0120c,Probable elongation factor G FusA2 (EF-G)
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42846.1,no_gene_name,147907,148342,-1,Rv0121c,Conserved protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42847.1,no_gene_name,148490,148859,1,Rv0122,Hypothetical protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42848.1,no_gene_name,148855,149224,1,Rv0123,Unknown protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42849.1,PE_PGRS2,149532,150996,1,Rv0124,PE-PGRS family protein PE_PGRS2
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42850.1,pepA,151147,152215,1,Rv0125,Probable serine protease PepA (serine proteinase) (MTB32A)
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42851.1,treS,152323,154129,1,Rv0126,Trehalose synthase TreS
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42852.1,mak,154231,155599,1,Rv0127,Maltokinase Mak
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42853.1,no_gene_name,155666,156446,1,Rv0128,Probable conserved transmembrane protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42854.1,fbpC,156577,157600,-1,Rv0129c,Secreted antigen 85-C FbpC (85C) (antigen 85 complex C) (AG58C) (mycolyl transferase 85C) (fibronectin-binding protein C)
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42855.1,htdZ,157846,158302,1,Rv0130,Probable 3-hydroxyl-thioester dehydratase
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42856.1,fadE1,158314,159658,-1,Rv0131c,Probable acyl-CoA dehydrogenase FadE1
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42857.1,fgd2,159699,160782,-1,Rv0132c,Putative F420-dependent glucose-6-phosphate dehydrogenase Fgd2
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42858.1,no_gene_name,160868,161474,1,Rv0133,GCN5-related N-acetyltransferase
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42859.1,ephF,161770,162673,1,Rv0134,Possible epoxide hydrolase EphF (epoxide hydratase) (arene-oxide hydratase)
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42860.1,no_gene_name,162643,163249,-1,Rv0135c,Possible transcriptional regulatory protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42861.1,cyp138,163365,164691,1,Rv0136,Probable cytochrome P450 138 Cyp138
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42862.1,msrA,164711,165260,-1,Rv0137c,Probable peptide methionine sulfoxide reductase MsrA (protein-methionine-S-oxide reductase) (peptide met(O) reductase)
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42863.1,no_gene_name,165322,165826,1,Rv0138,Conserved hypothetical protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42864.1,no_gene_name,165826,166849,1,Rv0139,Possible oxidoreductase
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42865.1,no_gene_name,166909,167290,1,Rv0140,Conserved protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42866.1,no_gene_name,167270,167681,-1,Rv0141c,Unknown protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42867.1,no_gene_name,167710,168637,1,Rv0142,Conserved hypothetical protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42868.1,no_gene_name,168703,170182,-1,Rv0143c,Probable conserved transmembrane protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42869.1,no_gene_name,170283,171126,1,Rv0144,Probable transcriptional regulatory protein (possibly TetR-family)
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42870.1,no_gene_name,171214,172168,1,Rv0145,Possible S-adenosylmethionine-dependent methyltransferase
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42871.1,no_gene_name,172210,173143,1,Rv0146,Possible S-adenosylmethionine-dependent methyltransferase
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42872.1,no_gene_name,173237,174758,1,Rv0147,Probable aldehyde dehydrogenase (NAD+) dependent
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42873.1,no_gene_name,174832,175693,1,Rv0148,Probable short-chain type dehydrogenase/reductase
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42874.1,no_gene_name,175699,176668,1,Rv0149,Possible quinone oxidoreductase (NADPH:quinone oxidoreductase) (zeta-crystallin)
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42875.1,no_gene_name,176664,176952,-1,Rv0150c,Conserved hypothetical protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42876.1,PE1,177542,179309,-1,Rv0151c,PE family protein PE1
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42877.1,PE2,179318,180896,-1,Rv0152c,PE family protein PE2
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42878.1,ptbB,181154,181985,-1,Rv0153c,Phosphotyrosine protein phosphatase PTPB (protein-tyrosine-phosphatase) (PTPase)
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42879.1,fadE2,181986,183198,-1,Rv0154c,Probable acyl-CoA dehydrogenase FadE2
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42880.1,pntAa,183621,184722,1,Rv0155,Probable NAD(P) transhydrogenase (subunit alpha) PntAa [first part; catalytic part] (pyridine nucleotide transhydrogenase subunit alpha) (nicotinamide nucleotide transhydrogenase subunit alpha)
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42881.1,pntAb,184722,185055,1,Rv0156,Probable NAD(P) transhydrogenase (subunit alpha) PntAb [second part; integral membrane protein] (pyridine nucleotide transhydrogenase subunit alpha) (nicotinamide nucleotide transhydrogenase subunit alpha)
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42882.1,pntB,185051,186479,1,Rv0157,Probable NAD(P) transhydrogenase (subunit beta) PntB [integral membrane protein] (pyridine nucleotide transhydrogenase subunit beta) (nicotinamide nucleotide transhydrogenase subunit beta)
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42883.1,no_gene_name,186494,186623,-1,Rv0157A,Conserved protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42884.1,no_gene_name,186784,187429,1,Rv0158,Probable transcriptional regulatory protein (possibly TetR-family)
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42885.1,PE3,187432,188839,-1,Rv0159c,PE family protein PE3
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42886.1,PE4,188930,190439,-1,Rv0160c,PE family protein PE4
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42887.1,no_gene_name,190606,191956,1,Rv0161,Possible oxidoreductase
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42888.1,adhE1,191983,193135,-1,Rv0162c,Probable zinc-type alcohol dehydrogenase (E subunit) AdhE1
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42889.1,no_gene_name,193116,193572,1,Rv0163,Conserved protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42890.1,TB18.5,193625,194111,1,Rv0164,Conserved protein TB18.5
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42891.1,mce1R,194143,194815,-1,Rv0165c,Probable transcriptional regulatory protein Mce1R (probably GntR-family)
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42892.1,fadD5,194992,196657,1,Rv0166,Probable fatty-acid-CoA ligase FadD5 (fatty-acid-CoA synthetase) (fatty-acid-CoA synthase)
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42893.1,yrbE1A,196860,197658,1,Rv0167,Conserved integral membrane protein YrbE1A
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42894.1,yrbE1B,197659,198529,1,Rv0168,Conserved integral membrane protein YrbE1B
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42895.1,mce1A,198533,199898,1,Rv0169,Mce-family protein Mce1A
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42896.1,mce1B,199894,200935,1,Rv0170,Mce-family protein Mce1B
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42897.1,mce1C,200931,202479,1,Rv0171,Mce-family protein Mce1C
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42898.1,mce1D,202475,204068,1,Rv0172,Mce-family protein Mce1D
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42899.1,lprK,204064,205237,1,Rv0173,Possible Mce-family lipoprotein LprK (Mce-family lipoprotein Mce1E)
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42900.1,mce1F,205230,206778,1,Rv0174,Mce-family protein Mce1F
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42901.1,no_gene_name,206813,207455,1,Rv0175,Probable conserved Mce associated membrane protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42902.1,no_gene_name,207451,208420,1,Rv0176,Probable conserved Mce associated transmembrane protein
Mycobacterium tuberculosis H37Rv,AL123456.3,CCP42903.1,no_gene_name,208416,208971,1,Rv0177,Probable conserved Mce associated protein
